Date,AXP_weight,AMGN_weight,AAPL_weight,BA_weight,CAT_weight,CSCO_weight,CVX_weight,GS_weight,HD_weight,HON_weight,IBM_weight,INTC_weight,JNJ_weight,KO_weight,JPM_weight,MCD_weight,MMM_weight,MRK_weight,MSFT_weight,NKE_weight,PG_weight,TRV_weight,UNH_weight,CRM_weight,VZ_weight,V_weight,WBA_weight,WMT_weight,DIS_weight
2008-12-26,0.02472,0.03756,0.05258,0.02626,0.00638,0.02353,0.02293,0.01325,0.02551,0.02683,0.02969,0.01899,0.03441,0.02736,0.00378,0.01968,0.02841,0.03438,0.04053,0.00343,0.02055,0.0425,0.02044,0.27402,0.02687,0.04612,0.0182,0.02843,0.02264
2008-12-29,0.02472,0.03756,0.05258,0.02626,0.00638,0.02353,0.02293,0.01325,0.02551,0.02683,0.02969,0.01899,0.03441,0.02736,0.00378,0.01968,0.02841,0.03438,0.04053,0.00343,0.02055,0.0425,0.02044,0.27402,0.02687,0.04612,0.0182,0.02843,0.02264
2008-12-30,0.02472,0.03756,0.05258,0.02626,0.00638,0.02353,0.02293,0.01325,0.02551,0.02683,0.02969,0.01899,0.03441,0.02736,0.00378,0.01968,0.02841,0.03438,0.04053,0.00343,0.02055,0.0425,0.02044,0.27402,0.02687,0.04612,0.0182,0.02843,0.02264
2008-12-31,0.02472,0.03756,0.05258,0.02626,0.00638,0.02353,0.02293,0.01325,0.02551,0.02683,0.02969,0.01899,0.03441,0.02736,0.00378,0.01968,0.02841,0.03438,0.04053,0.00343,0.02055,0.0425,0.02044,0.27402,0.02687,0.04612,0.0182,0.02843,0.02264
2009-01-02,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-05,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-06,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-07,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-08,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-09,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-12,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-13,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-14,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-15,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-16,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-20,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-21,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-22,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-23,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-26,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-27,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-28,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-29,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-30,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-02-02,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-03,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-04,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-05,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-06,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-09,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-10,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-11,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-12,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-13,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-17,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-18,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-19,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-20,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-23,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-24,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-25,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-26,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-02-27,0.03931,0.01773,0.01212,0.04177,0.01916,0.01672,0.03167,0.02873,0.02526,0.03867,0.02311,0.02147,0.01641,0.01423,0.04514,0.02342,0.31889,0.01184,0.01708,0.02385,0.01139,0.02583,0.02811,0.02622,0.02156,0.04449,0.01249,0.01894,0.02438
2009-03-02,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-03,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-04,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-05,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-06,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-09,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-10,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-11,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-12,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-13,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-16,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-17,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-18,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-19,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-20,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-23,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-24,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-25,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-26,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-27,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-30,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-03-31,0.01256,0.06167,0.01294,0.01352,0.05917,0.01488,0.03174,0.0134,0.00209,0.01207,0.07548,0.02036,0.02623,0.01741,0.28425,0.04193,0.02219,0.0137,0.00601,0.04062,0.00842,0.00638,0.09602,0.03161,0.01333,0.00304,0.00689,0.03799,0.01411
2009-04-01,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-02,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-03,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-06,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-07,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-08,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-09,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-13,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-14,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-15,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-16,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-17,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-20,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-21,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-22,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-23,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-24,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-27,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-28,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-29,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-04-30,0.00531,0.00141,0.00432,0.00662,0.00774,0.00703,0.00532,0.00732,0.00316,0.00645,0.04657,0.00706,0.82437,0.00418,0.00581,0.00471,0.00661,0.00452,0.00505,0.00398,0.0037,0.0,0.00613,0.00637,0.00255,0.00057,0.00274,0.00361,0.0067
2009-05-01,0.00135,0.0576,0.00812,0.00802,0.04166,0.0041,0.04684,0.00016,0.01596,0.00027,0.01849,0.00031,0.00063,0.00627,0.07108,0.02863,0.00906,0.00097,0.01036,0.5254,0.03925,0.06576,0.02555,0.00012,0.00578,0.0,0.00102,0.00328,0.00389
2009-05-04,0.00135,0.0576,0.00812,0.00802,0.04166,0.0041,0.04684,0.00016,0.01596,0.00027,0.01849,0.00031,0.00063,0.00627,0.07108,0.02863,0.00906,0.00097,0.01036,0.5254,0.03925,0.06576,0.02555,0.00012,0.00578,0.0,0.00102,0.00328,0.00389
2009-05-05,0.00135,0.0576,0.00812,0.00802,0.04166,0.0041,0.04684,0.00016,0.01596,0.00027,0.01849,0.00031,0.00063,0.00627,0.07108,0.02863,0.00906,0.00097,0.01036,0.5254,0.03925,0.06576,0.02555,0.00012,0.00578,0.0,0.00102,0.00328,0.00389
2009-05-06,0.00135,0.0576,0.00812,0.00802,0.04166,0.0041,0.04684,0.00016,0.01596,0.00027,0.01849,0.00031,0.00063,0.00627,0.07108,0.02863,0.00906,0.00097,0.01036,0.5254,0.03925,0.06576,0.02555,0.00012,0.00578,0.0,0.00102,0.00328,0.00389
