Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT,AXP_weight,AMGN_weight,AAPL_weight,BA_weight,CAT_weight,CSCO_weight,CVX_weight,GS_weight,HD_weight,HON_weight,IBM_weight,INTC_weight,JNJ_weight,KO_weight,JPM_weight,MCD_weight,MMM_weight,MRK_weight,MSFT_weight,NKE_weight,PG_weight,TRV_weight,UNH_weight,CRM_weight,VZ_weight,V_weight,WBA_weight,WMT_weight,DIS_weight
2009-01-07,3.250356912612915,58.20000076293945,20.010000228881836,44.7599983215332,43.66999816894531,8.0,17.31999969482422,73.95999908447266,23.18000030517578,84.5,24.56999969482422,32.84357833862305,83.92925262451172,14.4399995803833,59.130001068115234,28.09000015258789,22.46500015258789,61.2400016784668,58.06999969482422,28.139312744140625,19.510000228881836,12.614999771118164,61.08000183105469,41.459999084472656,26.299999237060547,14.09000015258789,29.918659210205078,27.030000686645508,55.540000915527344,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-08,3.31071400642395,59.2599983215332,20.040000915527344,44.790000915527344,44.02000045776367,8.227499961853027,17.540000915527344,74.23999786376953,22.899999618530273,85.41000366210938,24.389999389648438,32.98658752441406,83.34607696533203,14.550000190734863,59.02000045776367,27.219999313354492,22.6200008392334,60.52000045776367,58.58000183105469,28.01526641845703,20.1200008392334,12.84749984741211,60.40999984741211,42.22999954223633,26.709999084472656,13.9399995803833,30.378225326538086,26.84000015258789,51.380001068115234,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-09,3.234999895095825,57.779998779296875,19.229999542236328,44.45000076293945,43.20000076293945,7.882500171661377,16.700000762939453,72.81999969482422,22.309999465942383,83.91999816894531,23.860000610351562,32.54803466796875,80.97514343261719,14.149999618530273,59.04999923706055,25.969999313354492,22.299999237060547,60.06999969482422,57.7400016784668,27.414121627807617,19.520000457763672,12.40250015258789,59.86000061035156,41.97999954223633,26.450000762939453,13.904999732971191,30.16250991821289,26.149999618530273,51.58000183105469,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-12,3.166429042816162,57.060001373291016,18.829999923706055,43.7400016784668,41.189998626708984,7.712500095367432,16.399999618530273,70.81999969482422,21.860000610351562,77.66999816894531,22.969999313354492,32.195289611816406,81.94072723388672,13.789999961853027,58.34000015258789,24.90999984741211,21.864999771118164,60.15999984741211,57.08000183105469,27.194656372070312,19.469999313354492,12.529999732971191,59.939998626708984,41.029998779296875,25.6200008392334,13.239999771118164,29.81549072265625,25.899999618530273,51.38999938964844,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-13,3.132499933242798,57.709999084472656,18.989999771118164,42.459999084472656,41.400001525878906,7.40749979019165,16.450000762939453,71.81999969482422,21.200000762939453,77.91999816894531,22.510000228881836,31.823474884033203,81.58699798583984,13.670000076293945,58.84000015258789,26.350000381469727,22.010000228881836,59.31999969482422,56.25,27.137405395507812,19.81999969482422,12.375,59.470001220703125,41.790000915527344,25.360000610351562,13.28499984741211,29.54350471496582,26.06999969482422,52.119998931884766,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-14,3.047499895095825,56.08000183105469,17.829999923706055,41.20000076293945,39.349998474121094,6.965000152587891,15.739999771118164,69.69000244140625,20.799999237060547,75.69000244140625,21.90999984741211,30.50782585144043,79.53154754638672,13.079999923706055,57.95000076293945,25.90999984741211,21.309999465942383,57.33000183105469,55.040000915527344,26.545801162719727,19.09000015258789,11.662500381469727,57.86000061035156,40.0,24.079999923706055,12.742500305175781,28.661888122558594,26.139999389648438,51.560001373291016,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-15,2.9778571128845215,57.15999984741211,17.31999969482422,40.959999084472656,39.38999938964844,6.922500133514404,15.8100004196167,70.7699966430664,21.360000610351562,73.83000183105469,22.809999465942383,31.108448028564453,80.42064666748047,13.289999961853027,57.619998931884766,24.34000015258789,21.68000030517578,57.97999954223633,55.16999816894531,26.832061767578125,19.239999771118164,11.739999771118164,57.459999084472656,39.97999954223633,24.889999389648438,12.345000267028809,28.04288101196289,26.899999618530273,51.349998474121094,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-16,2.940356969833374,57.52000045776367,17.010000228881836,42.459999084472656,39.54999923706055,7.03249979019165,15.819999694824219,71.73999786376953,21.459999084472656,73.05000305175781,23.200000762939453,31.40399169921875,81.18547058105469,13.739999771118164,57.439998626708984,22.81999969482422,21.920000076293945,59.66999816894531,56.41999816894531,26.898855209350586,19.709999084472656,11.699999809265137,57.72999954223633,41.04999923706055,25.5,11.852499961853027,28.099153518676758,26.90999984741211,51.560001373291016,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-20,2.7928569316864014,55.0,15.600000381469727,40.36000061035156,38.31999969482422,6.517499923706055,15.010000228881836,68.30999755859375,20.239999771118164,59.20000076293945,21.989999771118164,30.05974006652832,78.37476348876953,12.859999656677246,56.75,18.09000015258789,21.440000534057617,57.06999969482422,53.91999816894531,26.612594604492188,18.479999542236328,11.03499984741211,57.43000030517578,38.36000061035156,24.15999984741211,10.604999542236328,28.01474380493164,25.940000534057617,50.560001373291016,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-21,2.958214044570923,55.529998779296875,16.8700008392334,42.27000045776367,39.54999923706055,6.892499923706055,15.699999809265137,71.2300033569336,21.229999542236328,69.9000015258789,22.280000686645508,30.879638671875,87.39962005615234,13.260000228881836,56.36000061035156,22.6299991607666,21.645000457763672,58.70000076293945,54.2400016784668,26.307252883911133,19.3799991607666,11.414999961853027,57.56999969482422,40.619998931884766,25.049999237060547,11.045000076293945,28.980770111083984,26.329999923706055,49.13999938964844,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
2009-01-22,3.1557140350341797,55.22999954223633,16.059999465942383,42.2599983215332,37.22999954223633,6.619999885559082,15.369999885559082,69.94999694824219,20.969999313354492,71.02999877929688,21.969999313354492,30.479223251342773,86.1089859008789,12.819999694824219,56.869998931884766,23.100000381469727,21.559999465942383,58.720001220703125,54.060001373291016,26.192747116088867,17.110000610351562,11.407500267028809,56.959999084472656,38.560001373291016,27.190000534057617,11.045000076293945,28.286731719970703,26.799999237060547,48.869998931884766,0.0038,0.04794,0.14587,0.12003,0.00393,0.04234,0.01517,0.01692,0.12564,0.0038,0.01358,0.01234,0.01859,0.03838,0.00659,0.01754,0.00938,0.10269,0.02388,0.00412,0.02074,0.01249,0.00862,0.01422,0.02692,0.10208,0.00282,0.03744,0.00215
